GEO,GEO_OBJECT,EMPSTA_ENQ,AGE,PCS,RP_MEASURE,FREQ,TIME_PERIOD,OBS_VALUE,LIB_EMPSTA,LIB_PCS,code_insee,nom_commune,latitude,longitude,population
06088,COM,1T2,Y15T64,4,POP,A,2011,37161.94417,Actif,Professions intermédiaires,06088,Nice,43.696,7.272,348085
06079,COM,1T2,Y15T64,_T,POP,A,2011,10124.56289,Actif,Total,06079,Mandelieu-la-Napoule,43.543,6.932,21561
06004,COM,1T2,Y15T64,_T,POP,A,2011,34496.33249,Actif,Total,06004,Antibes,43.581,7.128,75130
06079,COM,1T2,Y15T64,6,POP,A,2016,1416.923,Actif,Ouvriers,06079,Mandelieu-la-Napoule,43.543,6.932,21561
06088,COM,1T2,Y15T64,3,POP,A,2011,23048.3895,Actif,Cadres et professions intellectuelles supérieures,06088,Nice,43.696,7.272,348085
04112,COM,1T2,Y15T64,5,POP,A,2011,2847.29756,Actif,Employés,04112,Manosque,43.834,5.782,22926
06029,COM,1T2,Y15T64,6,POP,A,2011,5823.37471,Actif,Ouvriers,06029,Cannes,43.551,7.013,73255
05061,COM,1T2,Y15T64,5,POP,A,2016,6776.98859,Actif,Employés,05061,Gap,44.559,6.08,40500
02722,COM,1T2,Y15T64,_T,POP,A,2016,11783.6547,Actif,Total,02722,Soissons,49.384,3.329,28705
06155,COM,1T2,Y15T64,5,POP,A,2016,3698.1936,Actif,Employés,06155,Vallauris,43.58,7.056,28025
06030,COM,1T2,Y15T64,5,POP,A,2011,6510.474,Actif,Employés,06030,Le Cannet,43.577,7.019,41597
02691,COM,1T2,Y15T64,5,POP,A,2011,7552.89432,Actif,Employés,02691,Saint-Quentin,49.847,3.287,52958
03310,COM,1T2,Y15T64,3,POP,A,2016,1125.71286,Actif,Cadres et professions intellectuelles supérieures,03310,Vichy,46.124,3.428,25789
06079,COM,1T2,Y15T64,3,POP,A,2011,1439.68904,Actif,Cadres et professions intellectuelles supérieures,06079,Mandelieu-la-Napoule,43.543,6.932,21561
06030,COM,1T2,Y15T64,6,POP,A,2011,3722.54593,Actif,Ouvriers,06030,Le Cannet,43.577,7.019,41597
06029,COM,1T2,Y15T64,_T,POP,A,2011,30174.41454,Actif,Total,06029,Cannes,43.551,7.013,73255
03185,COM,1T2,Y15T64,5,POP,A,2011,5547.02146,Actif,Employés,03185,Montluçon,46.34,2.607,33342
06030,COM,1T2,Y15T64,2,POP,A,2011,1581.47801,Actif,"Artisans, commerçants et chefs d’entreprise",06030,Le Cannet,43.577,7.019,41597
06155,COM,1T2,Y15T64,3,POP,A,2011,1560.87041,Actif,Cadres et professions intellectuelles supérieures,06155,Vallauris,43.58,7.056,28025
06004,COM,1T2,Y15T64,1,POP,A,2011,74.58984,Actif,Agriculteurs,06004,Antibes,43.581,7.128,75130
06004,COM,1T2,Y15T64,6,POP,A,2011,5016.66956,Actif,Ouvriers,06004,Antibes,43.581,7.128,75130
06029,COM,1T2,Y15T64,2,POP,A,2016,2891.36711,Actif,"Artisans, commerçants et chefs d’entreprise",06029,Cannes,43.551,7.013,73255
02691,COM,1T2,Y15T64,5,POP,A,2016,7252.18337,Actif,Employés,02691,Saint-Quentin,49.847,3.287,52958
06029,COM,1T2,Y15T64,6,POP,A,2016,5282.84594,Actif,Ouvriers,06029,Cannes,43.551,7.013,73255
06027,COM,1T2,Y15T64,5,POP,A,2016,7283.78237,Actif,Employés,06027,Cagnes-sur-Mer,43.664,7.149,52580
06030,COM,1T2,Y15T64,3,POP,A,2016,2405.90629,Actif,Cadres et professions intellectuelles supérieures,06030,Le Cannet,43.577,7.019,41597
06069,COM,1T2,Y15T64,5,POP,A,2016,7302.16088,Actif,Employés,06069,Grasse,43.658,6.925,48323
02691,COM,1T2,Y15T64,4,POP,A,2016,4830.57949,Actif,Professions intermédiaires,02691,Saint-Quentin,49.847,3.287,52958
06029,COM,1T2,Y15T64,3,POP,A,2016,3696.01628,Actif,Cadres et professions intellectuelles supérieures,06029,Cannes,43.551,7.013,73255
06069,COM,1T2,Y15T64,3,POP,A,2011,3898.35578,Actif,Cadres et professions intellectuelles supérieures,06069,Grasse,43.658,6.925,48323
04112,COM,1T2,Y15T64,4,POP,A,2016,2402.99542,Actif,Professions intermédiaires,04112,Manosque,43.834,5.782,22926
05061,COM,1T2,Y15T64,2,POP,A,2016,1162.92927,Actif,"Artisans, commerçants et chefs d’entreprise",05061,Gap,44.559,6.08,40500
06088,COM,1T2,Y15T64,1,POP,A,2016,141.93585,Actif,Agriculteurs,06088,Nice,43.696,7.272,348085
06029,COM,1T2,Y15T64,5,POP,A,2016,11549.2553,Actif,Employés,06029,Cannes,43.551,7.013,73255
06004,COM,1T2,Y15T64,1,POP,A,2016,42.69535,Actif,Agriculteurs,06004,Antibes,43.581,7.128,75130
03310,COM,1T2,Y15T64,1,POP,A,2016,11.56051,Actif,Agriculteurs,03310,Vichy,46.124,3.428,25789
06079,COM,1T2,Y15T64,4,POP,A,2011,2583.33203,Actif,Professions intermédiaires,06079,Mandelieu-la-Napoule,43.543,6.932,21561
03185,COM,1T2,Y15T64,6,POP,A,2011,4375.41676,Actif,Ouvriers,03185,Montluçon,46.34,2.607,33342
06030,COM,1T2,Y15T64,_T,POP,A,2016,18244.32283,Actif,Total,06030,Le Cannet,43.577,7.019,41597
04112,COM,1T2,Y15T64,_T,POP,A,2011,9444.14306,Actif,Total,04112,Manosque,43.834,5.782,22926
03185,COM,1T2,Y15T64,1,POP,A,2011,3.07678,Actif,Agriculteurs,03185,Montluçon,46.34,2.607,33342
06123,COM,1T2,Y15T64,6,POP,A,2011,2414.23584,Actif,Ouvriers,06123,Saint-Laurent-du-Var,43.675,7.192,30941
02691,COM,1T2,Y15T64,3,POP,A,2016,2399.13641,Actif,Cadres et professions intellectuelles supérieures,02691,Saint-Quentin,49.847,3.287,52958
06027,COM,1T2,Y15T64,4,POP,A,2016,5725.3598,Actif,Professions intermédiaires,06027,Cagnes-sur-Mer,43.664,7.149,52580
02691,COM,1T2,Y15T64,1,POP,A,2011,48.64906,Actif,Agriculteurs,02691,Saint-Quentin,49.847,3.287,52958
06079,COM,1T2,Y15T64,4,POP,A,2016,2760.92156,Actif,Professions intermédiaires,06079,Mandelieu-la-Napoule,43.543,6.932,21561
06083,COM,1T2,Y15T64,4,POP,A,2016,2724.44808,Actif,Professions intermédiaires,06083,Menton,43.776,7.503,30412
06030,COM,1T2,Y15T64,_T,POP,A,2011,19057.61867,Actif,Total,06030,Le Cannet,43.577,7.019,41597
02691,COM,1T2,Y15T64,6,POP,A,2016,6418.21034,Actif,Ouvriers,02691,Saint-Quentin,49.847,3.287,52958
06029,COM,1T2,Y15T64,4,POP,A,2011,6345.57196,Actif,Professions intermédiaires,06029,Cannes,43.551,7.013,73255
06079,COM,1T2,Y15T64,_T,POP,A,2016,9974.8051,Actif,Total,06079,Mandelieu-la-Napoule,43.543,6.932,21561
02722,COM,1T2,Y15T64,_T,POP,A,2011,12363.18659,Actif,Total,02722,Soissons,49.384,3.329,28705
02722,COM,1T2,Y15T64,6,POP,A,2011,3664.87825,Actif,Ouvriers,02722,Soissons,49.384,3.329,28705
06030,COM,1T2,Y15T64,1,POP,A,2016,12.91127,Actif,Agriculteurs,06030,Le Cannet,43.577,7.019,41597
03185,COM,1T2,Y15T64,5,POP,A,2016,6071.06137,Actif,Employés,03185,Montluçon,46.34,2.607,33342
06027,COM,1T2,Y15T64,_T,POP,A,2011,20802.79658,Actif,Total,06027,Cagnes-sur-Mer,43.664,7.149,52580
06030,COM,1T2,Y15T64,1,POP,A,2011,13.58826,Actif,Agriculteurs,06030,Le Cannet,43.577,7.019,41597
06027,COM,1T2,Y15T64,5,POP,A,2011,6615.21097,Actif,Employés,06027,Cagnes-sur-Mer,43.664,7.149,52580
04112,COM,1T2,Y15T64,3,POP,A,2016,1509.11716,Actif,Cadres et professions intellectuelles supérieures,04112,Manosque,43.834,5.782,22926
03310,COM,1T2,Y15T64,2,POP,A,2011,666.57827,Actif,"Artisans, commerçants et chefs d’entreprise",03310,Vichy,46.124,3.428,25789
06083,COM,1T2,Y15T64,2,POP,A,2016,1009.01497,Actif,"Artisans, commerçants et chefs d’entreprise",06083,Menton,43.776,7.503,30412
06155,COM,1T2,Y15T64,5,POP,A,2011,3858.6898,Actif,Employés,06155,Vallauris,43.58,7.056,28025
06155,COM,1T2,Y15T64,1,POP,A,2016,19.24897,Actif,Agriculteurs,06155,Vallauris,43.58,7.056,28025
06083,COM,1T2,Y15T64,_T,POP,A,2011,13025.41196,Actif,Total,06083,Menton,43.776,7.503,30412
03310,COM,1T2,Y15T64,6,POP,A,2011,2166.72233,Actif,Ouvriers,03310,Vichy,46.124,3.428,25789
04112,COM,1T2,Y15T64,1,POP,A,2011,36.47863,Actif,Agriculteurs,04112,Manosque,43.834,5.782,22926
06088,COM,1T2,Y15T64,3,POP,A,2016,24933.63569,Actif,Cadres et professions intellectuelles supérieures,06088,Nice,43.696,7.272,348085
03185,COM,1T2,Y15T64,_T,POP,A,2011,15772.11874,Actif,Total,03185,Montluçon,46.34,2.607,33342
04112,COM,1T2,Y15T64,2,POP,A,2011,673.01701,Actif,"Artisans, commerçants et chefs d’entreprise",04112,Manosque,43.834,5.782,22926
06029,COM,1T2,Y15T64,3,POP,A,2011,3559.22799,Actif,Cadres et professions intellectuelles supérieures,06029,Cannes,43.551,7.013,73255
02691,COM,1T2,Y15T64,3,POP,A,2011,2318.48461,Actif,Cadres et professions intellectuelles supérieures,02691,Saint-Quentin,49.847,3.287,52958
06029,COM,1T2,Y15T64,4,POP,A,2016,6479.76704,Actif,Professions intermédiaires,06029,Cannes,43.551,7.013,73255
06069,COM,1T2,Y15T64,2,POP,A,2011,1840.69225,Actif,"Artisans, commerçants et chefs d’entreprise",06069,Grasse,43.658,6.925,48323
06029,COM,1T2,Y15T64,5,POP,A,2011,11444.34942,Actif,Employés,06029,Cannes,43.551,7.013,73255
05061,COM,1T2,Y15T64,5,POP,A,2011,6609.82947,Actif,Employés,05061,Gap,44.559,6.08,40500
06155,COM,1T2,Y15T64,4,POP,A,2011,2545.74357,Actif,Professions intermédiaires,06155,Vallauris,43.58,7.056,28025
05061,COM,1T2,Y15T64,2,POP,A,2011,1152.35087,Actif,"Artisans, commerçants et chefs d’entreprise",05061,Gap,44.559,6.08,40500
06155,COM,1T2,Y15T64,3,POP,A,2016,1521.54683,Actif,Cadres et professions intellectuelles supérieures,06155,Vallauris,43.58,7.056,28025
04112,COM,1T2,Y15T64,3,POP,A,2011,1406.20997,Actif,Cadres et professions intellectuelles supérieures,04112,Manosque,43.834,5.782,22926
02691,COM,1T2,Y15T64,6,POP,A,2011,7275.3538,Actif,Ouvriers,02691,Saint-Quentin,49.847,3.287,52958
06069,COM,1T2,Y15T64,5,POP,A,2011,7461.90333,Actif,Employés,06069,Grasse,43.658,6.925,48323
03185,COM,1T2,Y15T64,2,POP,A,2011,775.8953,Actif,"Artisans, commerçants et chefs d’entreprise",03185,Montluçon,46.34,2.607,33342
03310,COM,1T2,Y15T64,5,POP,A,2016,3077.22707,Actif,Employés,03310,Vichy,46.124,3.428,25789
06088,COM,1T2,Y15T64,5,POP,A,2016,49131.77966,Actif,Employés,06088,Nice,43.696,7.272,348085
06004,COM,1T2,Y15T64,_T,POP,A,2016,33732.60205,Actif,Total,06004,Antibes,43.581,7.128,75130
06030,COM,1T2,Y15T64,3,POP,A,2011,2333.09092,Actif,Cadres et professions intellectuelles supérieures,06030,Le Cannet,43.577,7.019,41597
05061,COM,1T2,Y15T64,6,POP,A,2016,3427.90038,Actif,Ouvriers,05061,Gap,44.559,6.08,40500
06030,COM,1T2,Y15T64,5,POP,A,2016,6307.63542,Actif,Employés,06030,Le Cannet,43.577,7.019,41597
06083,COM,1T2,Y15T64,1,POP,A,2011,15.09588,Actif,Agriculteurs,06083,Menton,43.776,7.503,30412
03185,COM,1T2,Y15T64,6,POP,A,2016,3777.9253,Actif,Ouvriers,03185,Montluçon,46.34,2.607,33342
06027,COM,1T2,Y15T64,2,POP,A,2011,1882.54159,Actif,"Artisans, commerçants et chefs d’entreprise",06027,Cagnes-sur-Mer,43.664,7.149,52580
06069,COM,1T2,Y15T64,2,POP,A,2016,1771.27091,Actif,"Artisans, commerçants et chefs d’entreprise",06069,Grasse,43.658,6.925,48323
06069,COM,1T2,Y15T64,_T,POP,A,2011,24584.52547,Actif,Total,06069,Grasse,43.658,6.925,48323
06088,COM,1T2,Y15T64,1,POP,A,2011,235.58238,Actif,Agriculteurs,06088,Nice,43.696,7.272,348085
05061,COM,1T2,Y15T64,4,POP,A,2016,4691.34854,Actif,Professions intermédiaires,05061,Gap,44.559,6.08,40500
03310,COM,1T2,Y15T64,1,POP,A,2011,7.01802,Actif,Agriculteurs,03310,Vichy,46.124,3.428,25789
06123,COM,1T2,Y15T64,1,POP,A,2016,40.85038,Actif,Agriculteurs,06123,Saint-Laurent-du-Var,43.675,7.192,30941
05061,COM,1T2,Y15T64,1,POP,A,2011,144.64263,Actif,Agriculteurs,05061,Gap,44.559,6.08,40500
03185,COM,1T2,Y15T64,3,POP,A,2016,1384.78815,Actif,Cadres et professions intellectuelles supérieures,03185,Montluçon,46.34,2.607,33342
06004,COM,1T2,Y15T64,3,POP,A,2011,7203.16043,Actif,Cadres et professions intellectuelles supérieures,06004,Antibes,43.581,7.128,75130
06030,COM,1T2,Y15T64,2,POP,A,2016,1609.78716,Actif,"Artisans, commerçants et chefs d’entreprise",06030,Le Cannet,43.577,7.019,41597
06069,COM,1T2,Y15T64,4,POP,A,2011,5798.50354,Actif,Professions intermédiaires,06069,Grasse,43.658,6.925,48323
03185,COM,1T2,Y15T64,2,POP,A,2016,671.0726,Actif,"Artisans, commerçants et chefs d’entreprise",03185,Montluçon,46.34,2.607,33342
06123,COM,1T2,Y15T64,6,POP,A,2016,1911.61646,Actif,Ouvriers,06123,Saint-Laurent-du-Var,43.675,7.192,30941
03310,COM,1T2,Y15T64,_T,POP,A,2016,9007.24791,Actif,Total,03310,Vichy,46.124,3.428,25789
06004,COM,1T2,Y15T64,2,POP,A,2016,2609.03577,Actif,"Artisans, commerçants et chefs d’entreprise",06004,Antibes,43.581,7.128,75130
02691,COM,1T2,Y15T64,2,POP,A,2011,996.46787,Actif,"Artisans, commerçants et chefs d’entreprise",02691,Saint-Quentin,49.847,3.287,52958
06079,COM,1T2,Y15T64,2,POP,A,2011,830.19006,Actif,"Artisans, commerçants et chefs d’entreprise",06079,Mandelieu-la-Napoule,43.543,6.932,21561
06069,COM,1T2,Y15T64,_T,POP,A,2016,23946.06006,Actif,Total,06069,Grasse,43.658,6.925,48323
02691,COM,1T2,Y15T64,_T,POP,A,2011,23936.40573,Actif,Total,02691,Saint-Quentin,49.847,3.287,52958
06029,COM,1T2,Y15T64,_T,POP,A,2016,30418.02266,Actif,Total,06029,Cannes,43.551,7.013,73255
06004,COM,1T2,Y15T64,5,POP,A,2011,10821.08015,Actif,Employés,06004,Antibes,43.581,7.128,75130
06079,COM,1T2,Y15T64,1,POP,A,2011,20.12348,Actif,Agriculteurs,06079,Mandelieu-la-Napoule,43.543,6.932,21561
06083,COM,1T2,Y15T64,5,POP,A,2011,5300.20791,Actif,Employés,06083,Menton,43.776,7.503,30412
06069,COM,1T2,Y15T64,6,POP,A,2016,5219.18641,Actif,Ouvriers,06069,Grasse,43.658,6.925,48323
06088,COM,1T2,Y15T64,2,POP,A,2011,10829.83824,Actif,"Artisans, commerçants et chefs d’entreprise",06088,Nice,43.696,7.272,348085
02691,COM,1T2,Y15T64,_T,POP,A,2016,22860.74959,Actif,Total,02691,Saint-Quentin,49.847,3.287,52958
03310,COM,1T2,Y15T64,4,POP,A,2016,2111.72775,Actif,Professions intermédiaires,03310,Vichy,46.124,3.428,25789
03310,COM,1T2,Y15T64,_T,POP,A,2011,9549.05779,Actif,Total,03310,Vichy,46.124,3.428,25789
05061,COM,1T2,Y15T64,6,POP,A,2011,3447.1978,Actif,Ouvriers,05061,Gap,44.559,6.08,40500
06083,COM,1T2,Y15T64,4,POP,A,2011,2672.22868,Actif,Professions intermédiaires,06083,Menton,43.776,7.503,30412
06004,COM,1T2,Y15T64,3,POP,A,2016,7698.42727,Actif,Cadres et professions intellectuelles supérieures,06004,Antibes,43.581,7.128,75130
06123,COM,1T2,Y15T64,3,POP,A,2016,2217.74309,Actif,Cadres et professions intellectuelles supérieures,06123,Saint-Laurent-du-Var,43.675,7.192,30941
03310,COM,1T2,Y15T64,2,POP,A,2016,710.03458,Actif,"Artisans, commerçants et chefs d’entreprise",03310,Vichy,46.124,3.428,25789
06155,COM,1T2,Y15T64,1,POP,A,2011,30.55511,Actif,Agriculteurs,06155,Vallauris,43.58,7.056,28025
02722,COM,1T2,Y15T64,5,POP,A,2011,3991.64012,Actif,Employés,02722,Soissons,49.384,3.329,28705
06069,COM,1T2,Y15T64,6,POP,A,2011,5277.35086,Actif,Ouvriers,06069,Grasse,43.658,6.925,48323
05061,COM,1T2,Y15T64,1,POP,A,2016,90.22759,Actif,Agriculteurs,05061,Gap,44.559,6.08,40500
06027,COM,1T2,Y15T64,6,POP,A,2011,3489.83793,Actif,Ouvriers,06027,Cagnes-sur-Mer,43.664,7.149,52580
06027,COM,1T2,Y15T64,1,POP,A,2016,32.91599,Actif,Agriculteurs,06027,Cagnes-sur-Mer,43.664,7.149,52580
06029,COM,1T2,Y15T64,2,POP,A,2011,2661.36299,Actif,"Artisans, commerçants et chefs d’entreprise",06029,Cannes,43.551,7.013,73255
53130,COM,1,Y15T64,3,POP,A,2022,3726.39128,Actif occupé,Cadres et professions intellectuelles supérieures,53130,Laval,48.071,-0.774,49657
54547,COM,1T2,Y15T64,5,POP,A,2022,3237.81565,Actif,Employés,54547,Vandœuvre-lès-Nancy,48.66,6.173,29537
52121,COM,1,Y15T64,4,POP,A,2022,2293.67416,Actif occupé,Professions intermédiaires,52121,Chaumont,48.111,5.14,21699
52121,COM,1T2,Y15T64,2,POP,A,2022,432.90376,Actif,"Artisans, commerçants et chefs d’entreprise",52121,Chaumont,48.111,5.14,21699
53130,COM,1T2,Y15T64,4,POP,A,2022,5800.79632,Actif,Professions intermédiaires,53130,Laval,48.071,-0.774,49657
52448,COM,1T2,Y15T64,1,POP,A,2022,5.27546,Actif,Agriculteurs,52448,Saint-Dizier,48.638,4.948,23068
52121,COM,1T2,Y15T64,6,POP,A,2022,2177.57807,Actif,Ouvriers,52121,Chaumont,48.111,5.14,21699
53130,COM,1T2,Y15T64,3,POP,A,2022,3851.42577,Actif,Cadres et professions intellectuelles supérieures,53130,Laval,48.071,-0.774,49657
52448,COM,1T2,Y15T64,4,POP,A,2022,1980.92751,Actif,Professions intermédiaires,52448,Saint-Dizier,48.638,4.948,23068
54547,COM,1,Y15T64,5,POP,A,2022,2735.56352,Actif occupé,Employés,54547,Vandœuvre-lès-Nancy,48.66,6.173,29537
52121,COM,1T2,Y15T64,5,POP,A,2022,3562.70344,Actif,Employés,52121,Chaumont,48.111,5.14,21699
52121,COM,1,Y15T64,3,POP,A,2022,1183.04412,Actif occupé,Cadres et professions intellectuelles supérieures,52121,Chaumont,48.111,5.14,21699
54547,COM,1T2,Y15T64,2,POP,A,2022,514.372,Actif,"Artisans, commerçants et chefs d’entreprise",54547,Vandœuvre-lès-Nancy,48.66,6.173,29537
52121,COM,1T2,Y15T64,3,POP,A,2022,1226.36887,Actif,Cadres et professions intellectuelles supérieures,52121,Chaumont,48.111,5.14,21699
53130,COM,1,Y15T64,5,POP,A,2022,4905.90461,Actif occupé,Employés,53130,Laval,48.071,-0.774,49657
52448,COM,1,Y15T64,5,POP,A,2022,2829.33677,Actif occupé,Employés,52448,Saint-Dizier,48.638,4.948,23068
52448,COM,1,Y15T64,1,POP,A,2022,5.27546,Actif occupé,Agriculteurs,52448,Saint-Dizier,48.638,4.948,23068
52448,COM,1,Y15T64,3,POP,A,2022,833.37559,Actif occupé,Cadres et professions intellectuelles supérieures,52448,Saint-Dizier,48.638,4.948,23068
51454,COM,1T2,Y15T64,4,POP,A,2022,20503.77427,Actif,Professions intermédiaires,51454,Reims,49.258,4.031,179380
54395,COM,1,Y15T64,5,POP,A,2022,10704.94189,Actif occupé,Employés,54395,Nancy,48.693,6.184,104260
54547,COM,1T2,Y15T64,4,POP,A,2022,2814.0765,Actif,Professions intermédiaires,54547,Vandœuvre-lès-Nancy,48.66,6.173,29537
52121,COM,1T2,Y15T64,1,POP,A,2022,24.64185,Actif,Agriculteurs,52121,Chaumont,48.111,5.14,21699
51454,COM,1,Y15T64,5,POP,A,2022,20037.05148,Actif occupé,Employés,51454,Reims,49.258,4.031,179380
54395,COM,1,Y15T64,3,POP,A,2022,13202.44607,Actif occupé,Cadres et professions intellectuelles supérieures,54395,Nancy,48.693,6.184,104260
53130,COM,1T2,Y15T64,2,POP,A,2022,883.4228,Actif,"Artisans, commerçants et chefs d’entreprise",53130,Laval,48.071,-0.774,49657
54547,COM,1,Y15T64,3,POP,A,2022,2278.06181,Actif occupé,Cadres et professions intellectuelles supérieures,54547,Vandœuvre-lès-Nancy,48.66,6.173,29537
51454,COM,1T2,Y15T64,3,POP,A,2022,15247.51955,Actif,Cadres et professions intellectuelles supérieures,51454,Reims,49.258,4.031,179380
52448,COM,1T2,Y15T64,2,POP,A,2022,345.99885,Actif,"Artisans, commerçants et chefs d’entreprise",52448,Saint-Dizier,48.638,4.948,23068
52448,COM,1T2,Y15T64,6,POP,A,2022,2584.17553,Actif,Ouvriers,52448,Saint-Dizier,48.638,4.948,23068
08105,COM,1T2,Y15T64,4,POP,A,2011,4589.74351,Actif,Professions intermédiaires,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,1,POP,A,2011,17.16499,Actif,Agriculteurs,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,1,POP,A,2016,15.89241,Actif,Agriculteurs,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,3,POP,A,2016,2190.91415,Actif,Cadres et professions intellectuelles supérieures,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,6,POP,A,2011,5626.47541,Actif,Ouvriers,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,5,POP,A,2011,6809.06671,Actif,Employés,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,_T,POP,A,2011,20813.16818,Actif,Total,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,2,POP,A,2011,898.55136,Actif,"Artisans, commerçants et chefs d’entreprise",08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,4,POP,A,2016,4247.12946,Actif,Professions intermédiaires,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,3,POP,A,2011,2213.94384,Actif,Cadres et professions intellectuelles supérieures,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,5,POP,A,2016,6237.77803,Actif,Employés,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,_T,POP,A,2016,19289.87068,Actif,Total,08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,2,POP,A,2016,796.16399,Actif,"Artisans, commerçants et chefs d’entreprise",08105,Charleville-Mézières,49.76,4.72,46398
08105,COM,1T2,Y15T64,6,POP,A,2016,5029.3659,Actif,Ouvriers,08105,Charleville-Mézières,49.76,4.72,46398
57480,COM,1,Y15T64,1,POP,A,2022,6.48731,Actif occupé,Agriculteurs,57480,Montigny-lès-Metz,49.1,6.153,21854
56121,COM,1,Y15T64,1,POP,A,2022,7.35623,Actif occupé,Agriculteurs,56121,Lorient,47.748,-3.366,57846
57227,COM,1T2,Y15T64,3,POP,A,2022,702.10525,Actif,Cadres et professions intellectuelles supérieures,57227,Forbach,49.186,6.896,21130
56121,COM,1,Y15T64,4,POP,A,2022,6000.0642,Actif occupé,Professions intermédiaires,56121,Lorient,47.748,-3.366,57846
57631,COM,1,Y15T64,3,POP,A,2022,1051.97659,Actif occupé,Cadres et professions intellectuelles supérieures,57631,Sarreguemines,49.11,7.07,20624
57631,COM,1,Y15T64,1,POP,A,2022,13.62548,Actif occupé,Agriculteurs,57631,Sarreguemines,49.11,7.07,20624
57480,COM,1,Y15T64,6,POP,A,2022,1751.59029,Actif occupé,Ouvriers,57480,Montigny-lès-Metz,49.1,6.153,21854
57672,COM,1,Y15T64,6,POP,A,2022,3156.77627,Actif occupé,Ouvriers,57672,Thionville,49.358,6.168,42163
58194,COM,1,Y15T64,6,POP,A,2022,2366.03446,Actif occupé,Ouvriers,58194,Nevers,46.988,3.158,32830
57227,COM,1,Y15T64,4,POP,A,2022,1374.12672,Actif occupé,Professions intermédiaires,57227,Forbach,49.186,6.896,21130
57227,COM,1T2,Y15T64,4,POP,A,2022,1585.39375,Actif,Professions intermédiaires,57227,Forbach,49.186,6.896,21130
56121,COM,1T2,Y15T64,6,POP,A,2022,5912.39838,Actif,Ouvriers,56121,Lorient,47.748,-3.366,57846
57672,COM,1,Y15T64,1,POP,A,2022,11.4941,Actif occupé,Agriculteurs,57672,Thionville,49.358,6.168,42163
57463,COM,1,Y15T64,6,POP,A,2022,8812.12286,Actif occupé,Ouvriers,57463,Metz,49.12,6.176,120874
57227,COM,1T2,Y15T64,6,POP,A,2022,2593.24717,Actif,Ouvriers,57227,Forbach,49.186,6.896,21130
57631,COM,1,Y15T64,4,POP,A,2022,1847.66955,Actif occupé,Professions intermédiaires,57631,Sarreguemines,49.11,7.07,20624
56098,COM,1,Y15T64,5,POP,A,2022,2935.82552,Actif occupé,Employés,56098,Lanester,47.764,-3.347,23026
56121,COM,1,Y15T64,5,POP,A,2022,5750.74035,Actif occupé,Employés,56121,Lorient,47.748,-3.366,57846
57672,COM,1T2,Y15T64,4,POP,A,2022,5366.41211,Actif,Professions intermédiaires,57672,Thionville,49.358,6.168,42163
56260,COM,1,Y15T64,5,POP,A,2022,5498.35037,Actif occupé,Employés,56260,Vannes,47.658,-2.761,54420
56098,COM,1T2,Y15T64,2,POP,A,2022,502.67294,Actif,"Artisans, commerçants et chefs d’entreprise",56098,Lanester,47.764,-3.347,23026
57480,COM,1T2,Y15T64,4,POP,A,2022,2685.29791,Actif,Professions intermédiaires,57480,Montigny-lès-Metz,49.1,6.153,21854
56098,COM,1T2,Y15T64,4,POP,A,2022,2521.60495,Actif,Professions intermédiaires,56098,Lanester,47.764,-3.347,23026
56260,COM,1,Y15T64,1,POP,A,2022,33.94991,Actif occupé,Agriculteurs,56260,Vannes,47.658,-2.761,54420
56260,COM,1T2,Y15T64,2,POP,A,2022,1478.91184,Actif,"Artisans, commerçants et chefs d’entreprise",56260,Vannes,47.658,-2.761,54420
57463,COM,1T2,Y15T64,5,POP,A,2022,16477.39295,Actif,Employés,57463,Metz,49.12,6.176,120874
57672,COM,1T2,Y15T64,5,POP,A,2022,6753.8088,Actif,Employés,57672,Thionville,49.358,6.168,42163
57463,COM,1T2,Y15T64,2,POP,A,2022,2317.43774,Actif,"Artisans, commerçants et chefs d’entreprise",57463,Metz,49.12,6.176,120874
56098,COM,1T2,Y15T64,3,POP,A,2022,1019.56836,Actif,Cadres et professions intellectuelles supérieures,56098,Lanester,47.764,-3.347,23026
56260,COM,1T2,Y15T64,6,POP,A,2022,3836.88359,Actif,Ouvriers,56260,Vannes,47.658,-2.761,54420
58194,COM,1T2,Y15T64,2,POP,A,2022,570.18629,Actif,"Artisans, commerçants et chefs d’entreprise",58194,Nevers,46.988,3.158,32830
56260,COM,1,Y15T64,6,POP,A,2022,3161.38999,Actif occupé,Ouvriers,56260,Vannes,47.658,-2.761,54420
